iter	Passed	Remaining
189	4343	18518
190	4369	18508
191	4395	18498
192	4438	18558
193	4470	18574
194	4496	18560
195	4523	18557
196	4548	18542
197	4574	18527
198	4597	18504
199	4622	18489
200	4652	18495
201	4686	18512
202	4712	18500
203	4737	18483
204	4760	18462
205	4785	18443
206	4810	18429
207	4835	18411
208	4859	18392
209	4884	18376
210	4908	18354
211	4933	18338
212	4960	18329
213	4984	18307
214	5008	18287
215	5034	18272
216	5057	18248
217	5082	18231
218	5106	18211
219	5133	18201
220	5157	18178
221	5181	18156
222	5205	18138
223	5230	18119
224	5255	18103
225	5279	18082
226	5305	18068
227	5330	18050
228	5355	18030
229	5380	18012
230	5405	17994
231	5430	17975
232	5454	17953
233	5477	17930
234	5501	17909
235	5526	17889
236	5549	17867
237	5573	17843
238	5596	17818
239	5620	17797
240	5644	17776
241	5666	17750
242	5690	17726
243	5713	17703
244	5738	17683
245	5761	17659
246	5785	17636
247	5808	17611
248	5832	17589
249	5855	17567
250	5880	17547
251	5905	17527
252	5928	17505
253	5950	17476
254	5975	17458
255	6009	17466
256	6038	17457
257	6061	17433
258	6083	17404
259	6107	17382
260	6130	17357
261	6153	17333
262	6177	17310
263	6200	17285
264	6224	17265
265	6249	17243
266	6272	17219
267	6295	17195
268	6319	17173
269	6342	17149
270	6368	17131
271	6390	17104
272	6414	17081
273	6438	17058
274	6459	17029
275	6481	17001
276	6505	16979
277	6529	16958
278	6551	16930
279	6574	16907
280	6597	16880
281	6620	16857
282	6644	16834
283	6667	16810
284	6691	16788
285	6715	16766
286	6739	16743
287	6762	16719
288	6786	16695
289	6809	16671
290	6833	16648
291	6859	16631
292	6882	16607
293	6908	16589
294	6934	16572
295	6957	16548
296	6983	16530
297	7006	16504
298	7030	16482
299	7052	16455
300	7075	16431
301	7099	16409
302	7124	16388
303	7148	16366
304	7172	16344
305	7197	16323
306	7221	16302
307	7245	16278
308	7267	16252
309	7292	16230
310	7319	16215
311	7342	16191
312	7366	16168
313	7391	16147
314	7414	16123
315	7438	16100
316	7461	16075
317	7487	16057
318	7511	16034
319	7533	16009
320	7557	15985
321	7580	15960
322	7604	15939
323	7628	15916
324	7651	15891
325	7674	15866
326	7698	15844
327	7722	15820
328	7745	15796
329	7768	15772
330	7790	15745
331	7814	15723
332	7839	15701
333	7863	15680
334	7887	15658
335	7912	15637
336	7935	15612
337	7960	15591
338	7991	15583
339	8018	15564
340	8044	15545
341	8077	15541
342	8106	15526
343	8131	15507
344	8159	15492
345	8185	15472
346	8211	15452
347	8236	15431
348	8262	15411
349	8288	15392
350	8316	15377
351	8343	15358
352	8370	15341
353	8396	15323
354	8422	15302
355	8450	15286
356	8475	15264
357	8506	15255
358	8550	15266
359	8576	15247
360	8604	15231
361	8631	15213
362	8657	15192
363	8685	15175
364	8711	15156
365	8738	15136
366	8765	15117
367	8791	15097
368	8817	15079
369	8843	15058
370	8870	15039
371	8897	15020
372	8926	15005
373	8953	14986
374	8980	14967
375	9007	14948
376	9036	14932
377	9063	14913
378	9089	14892
379	9116	14874
380	9143	14855
381	9170	14836
382	9199	14819
383	9226	14800
384	9250	14776
385	9276	14755
386	9302	14735
387	9330	14716
388	9356	14696
389	9381	14673
390	9407	14653
391	9432	14629
392	9457	14606
393	9483	14586
394	9508	14563
395	9533	14541
396	9558	14518
397	9582	14494
398	9608	14473
399	9633	14450
400	9660	14430
401	9685	14407
402	9710	14384
403	9736	14363
404	9767	14349
405	9792	14326
406	9818	14306
407	9842	14281
408	9868	14260
409	9893	14236
410	9917	14212
411	9944	14192
412	9970	14171
413	9997	14150
414	10022	14128
415	10048	14107
416	10076	14088
417	10103	14067
418	10130	14046
419	10157	14026
420	10184	14006
421	10214	13990
422	10240	13968
423	10266	13947
424	10293	13925
425	10318	13903
426	10346	13883
427	10379	13871
428	10406	13851
429	10432	13828
430	10459	13808
431	10484	13785
432	10509	13762
433	10537	13742
434	10564	13721
435	10590	13700
436	10615	13676
437	10640	13652
438	10666	13630
439	10693	13609
440	10722	13591
441	10748	13569
442	10773	13546
443	10801	13525
444	10826	13502
445	10851	13479
446	10878	13457
447	10909	13442
448	10939	13424
449	10967	13404
450	10994	13383
451	11022	13363
452	11049	13342
453	11076	13321
454	11107	13304
455	11135	13284
456	11160	13261
