ilan_no,mahalle,ilce,il,fiyat,brut_m2,net_m2,oda_sayisi,banyo_sayisi,kat_sayisi,bulundugu_kat,bina_yasi,isinma,esya_durumu,kullanim_durumu,tapu_durumu,cephe,aidat,url
138805-1309,Ata,Çankaya,Ankara,4.750.000 TL,110,90,2 + 1,2,4 Katlı,Giriş Katı,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Doğu",400 TL,https://www.hepsiemlak.com/ankara-cankaya-ata-satilik/daire/138805-1309
138805-1457,Beytepe,Çankaya,Ankara,26.950.000 TL,370,300,6 + 1,3,3 Katlı,,12 Yaşında,Kombi,,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/ankara-cankaya-beytepe-satilik/villa/138805-1457
140624-193,Ahi Evran,Kocasinan,Kayseri,2.100.000 TL,120,100,2 + 1,1,5 Katlı,3. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Doğu",,https://www.hepsiemlak.com/kayseri-kocasinan-ahi-evran-satilik/daire/140624-193
140624-205,Yenişehir,Kocasinan,Kayseri,2.400.000 TL,150,120,3 + 1,1,2 Katlı,2. Kat,31 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/kayseri-kocasinan-yenisehir-satilik/daire/140624-205
140624-196,Yenişehir,Kocasinan,Kayseri,2.075.000 TL,120,100,3 + 1,1,3 Katlı,Yüksek Giriş,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,,https://www.hepsiemlak.com/kayseri-kocasinan-yenisehir-satilik/daire/140624-196
60186-4349,Çamlıtepe,Çankaya,Ankara,6.650.000 TL,125,120,3 + 1,1,4 Katlı,1. Kat,8 Yaşında,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/ankara-cankaya-camlitepe-satilik/daire/60186-4349
139911-464,Duatepe,Şişli,İstanbul,5.800.000 TL,85,75,2 + 1,1,5 Katlı,3. Kat,35 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,,400 TL,https://www.hepsiemlak.com/istanbul-sisli-duatepe-satilik/daire/139911-464
40658-22665,Kemalpaşa,Bağcılar,İstanbul,2.975.000 TL,200,180,2 + 1,2,4 Katlı,Çatı Katı,56 Yaşında,Kombi,Eşyalı Değil,Boş,Arsa,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-bagcilar-kemalpasa-satilik/daire/40658-22665
40658-22715,Halkalı Merkez,Küçükçekmece,İstanbul,7.950.000 TL,145,127,3 + 1,1,10 Katlı,Yüksek Giriş,15 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,,2.500 TL,https://www.hepsiemlak.com/istanbul-kucukcekmece-halkali-merkez-satilik/daire/40658-22715
40658-22723,Zafer,Bahçelievler,İstanbul,12.000.000 TL,354,295,1 + 1,1,4 Katlı,,31 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Arsa,,100 TL,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-satilik/bina/40658-22723
144652-199,Umurca,Bodrum,Muğla,8.350.000 TL,80,75,2 + 1,1,2 Katlı,Bahçe Katı,11 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/mugla-bodrum-umurca-satilik/daire/144652-199
40658-22521,Mehmet Akif Ersoy,Esenyurt,İstanbul,4.950.000 TL,155,140,3 + 1,1,18 Katlı,16. Kat,7 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,,4.500 TL,https://www.hepsiemlak.com/istanbul-esenyurt-mehmet-akif-ersoy-satilik/daire/40658-22521
61688-6022,Barıştepe,Yenimahalle,Ankara,5.950.000 TL,165,150,3 + 1,2,13 Katlı,2. Kat,6 Yaşında,Merkezi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/ankara-yenimahalle-baristepe-satilik/daire/61688-6022
14713-1023,Hasanpaşa,Kadıköy,İstanbul,9.800.000 TL,90,75,2 + 1,1,5 Katlı,2. Kat,9 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",1.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-hasanpasa-satilik/daire/14713-1023
14713-1020,Hasanpaşa,Kadıköy,İstanbul,9.500.000 TL,100,85,2 + 1,1,5 Katlı,2. Kat,12 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/istanbul-kadikoy-hasanpasa-satilik/daire/14713-1020
120137-2281,Altaylılar,Tarsus,Mersin,6.175.000 TL,190,170,4 + 1,2,12 Katlı,1. Kat,5 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Kuzey, Güney, Batı",1.750 TL,https://www.hepsiemlak.com/mersin-tarsus-altaylilar-satilik/daire/120137-2281
120137-2232,Akşemsettin,Tarsus,Mersin,4.650.000 TL,130,120,3 + 1,1,4 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Güney, Doğu, Batı",500 TL,https://www.hepsiemlak.com/mersin-tarsus-aksemsettin-satilik/daire/120137-2232
120137-2268,Bağlar,Tarsus,Mersin,4.875.000 TL,130,120,3 + 1,2,12 Katlı,5. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Güney, Doğu, Batı",750 TL,https://www.hepsiemlak.com/mersin-tarsus-baglar-satilik/daire/120137-2268
120137-2275,Ergenekon,Tarsus,Mersin,5.750.000 TL,165,140,3 + 1,2,5 Katlı,1. Kat,3 Yaşında,Kombi,Eşyalı Değil,Belirtilmemiş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/mersin-tarsus-ergenekon-satilik/daire/120137-2275
170259-7,Akbez,Hassa,Hatay,1.750.000 TL,165,155,3 + 1,1,9 Katlı,5. Kat,7 Yaşında,Merkezi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Doğu,500 TL,https://www.hepsiemlak.com/hatay-hassa-akbez-satilik/daire/170259-7
129657-609,17 Eylül,Bandırma,Balıkesir,7.380.000 TL,170,160,4 + 1,2,4 Katlı,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,Güney,500 TL,https://www.hepsiemlak.com/balikesir-bandirma-17-eylul-satilik/daire/129657-609
89768-437,Aydınlıkevler,Altındağ,Ankara,7.090.000 TL,95,80,3 + 1,1,4 Katlı,4. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",500 TL,https://www.hepsiemlak.com/ankara-altindag-aydinlikevler-satilik/daire/89768-437
161556-41,Nusratiye,Akdeniz,Mersin,1.500.000 TL,120,109,3 + 1,,4 Katlı,4. Kat,28 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,"Doğu, Batı",,https://www.hepsiemlak.com/mersin-akdeniz-nusratiye-satilik/daire/161556-41
161556-14,Yeni,Akdeniz,Mersin,1.650.000 TL,90,80,2 + 0,1,6 Katlı,4. Kat,30 Yaşında,Klima,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Batı",100 TL,https://www.hepsiemlak.com/mersin-akdeniz-yeni-satilik/daire/161556-14
129186-1503,Zafer,Polatlı,Ankara,3.450.000 TL,150,140,3 + 1,1,6 Katlı,3. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu, Batı",300 TL,https://www.hepsiemlak.com/ankara-polatli-zafer-satilik/daire/129186-1503
129186-1488,İstiklal,Polatlı,Ankara,3.980.000 TL,152,130,3 + 1,2,4 Katlı,Yüksek Giriş,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu",500 TL,https://www.hepsiemlak.com/ankara-polatli-istiklal-satilik/daire/129186-1488
129186-1575,Zafer,Polatlı,Ankara,2.270.000 TL,130,120,3 + 1,1,3 Katlı,2. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Doğu,,https://www.hepsiemlak.com/ankara-polatli-zafer-satilik/daire/129186-1575
3897-1899,Bahçelievler,Çankaya,Ankara,19.500.000 TL,195,170,4 + 1,2,2 Katlı,3. Kat,1 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu",1.000 TL,https://www.hepsiemlak.com/ankara-cankaya-bahcelievler-satilik/daire/3897-1899
77162-5259,Altınoluk,Edremit,Balıkesir,7.650.000 TL,95,78,2 + 1,1,3 Katlı,3. Kat,5 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",1.000 TL,https://www.hepsiemlak.com/balikesir-edremit-altinoluk-satilik/daire/77162-5259
77162-4900,Güre,Edremit,Balıkesir,24.500.000 TL,240,170,4 + 1,4,2 Katlı,,Sıfır Bina,Kat Kaloriferi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",5.000 TL,https://www.hepsiemlak.com/balikesir-edremit-gure-satilik/villa/77162-4900
170319-2,İsali,Erzin,Hatay,3.950.000 TL,177,150,3 + 1,1,4 Katlı,2. Kat,16 Yaşında,Klima,Eşyalı Değil,,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/hatay-erzin-isali-satilik/daire/170319-2
114044-262,Cumhuriyet,İskenderun,Hatay,2.500.000 TL,130,115,3 + 1,1,3 Katlı,En Üst Kat,39 Yaşında,Klima,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Doğu, Batı",10 TL,https://www.hepsiemlak.com/hatay-iskenderun-cumhuriyet-satilik/daire/114044-262
170319-1,Bahçelievler,Erzin,Hatay,5.200.000 TL,165,144,3 + 1,2,3 Katlı,3. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Batı",,https://www.hepsiemlak.com/hatay-erzin-bahcelievler-satilik/daire/170319-1
145390-285,Suadiye,Kadıköy,İstanbul,26.950.000 TL,133,102,3 + 1,2,13 Katlı,9. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Arsa,"Kuzey, Güney, Doğu, Batı",2.000 TL,https://www.hepsiemlak.com/istanbul-kadikoy-suadiye-satilik/daire/145390-285
147960-7,Güzelce,Büyükçekmece,İstanbul,9.700.000 TL,157,110,2 + 1,3,8 Katlı,2. Kat,2 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Müstakil Tapulu,"Güney, Doğu",,https://www.hepsiemlak.com/istanbul-buyukcekmece-guzelce-satilik/daire/147960-7
143843-160,Esenler,Selçuklu,Konya,7.500.000 TL,155,120,3 + 1,2,7 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Doğu, Batı",,https://www.hepsiemlak.com/konya-selcuklu-esenler-satilik/daire/143843-160
143843-159,Esenler,Selçuklu,Konya,10.000.000 TL,220,170,4 + 1,2,7 Katlı,3. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Batı",,https://www.hepsiemlak.com/konya-selcuklu-esenler-satilik/daire/143843-159
25058-1071,Maltepe,Çankaya,Ankara,6.500.000 TL,60,55,1 + 1,1,4 Katlı,Zemin,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Batı,200 TL,https://www.hepsiemlak.com/ankara-cankaya-maltepe-satilik/daire/25058-1071
25058-1055,Şehit Cevdet Özdemir,Çankaya,Ankara,3.600.000 TL,120,110,3 + 1,1,3 Katlı,Bahçe Katı,20 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Güney, Batı",200 TL,https://www.hepsiemlak.com/ankara-cankaya-sehit-cevdet-ozdemir-satilik/daire/25058-1055
169900-16,Baruthane,Yıldırım,Bursa,1.460.000 TL,104,100,3 + 1,1,2 Katlı,2. Kat,30 Yaşında,Doğalgaz Sobası,Eşyalı Değil,Boş,Hisseli Tapu,"Doğu, Batı",,https://www.hepsiemlak.com/bursa-yildirim-baruthane-satilik/daire/169900-16
170185-12,Karşıyaka,Kepez,Antalya,3.300.000 TL,75,60,2 + 1,1,3 Katlı,Giriş Katı,5 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Güney, Batı",250 TL,https://www.hepsiemlak.com/antalya-kepez-karsiyaka-satilik/daire/170185-12
167819-177,Armağanevler,Ümraniye,İstanbul,8.700.000 TL,135,120,4 + 1,2,5 Katlı,4. Kat,11 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,Güney,350 TL,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/167819-177
167819-102,Armağanevler,Ümraniye,İstanbul,11.850.000 TL,140,120,3 + 1,2,12 Katlı,12. Kat,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-umraniye-armaganevler-satilik/daire/167819-102
167819-178,Çakmak,Ümraniye,İstanbul,7.200.000 TL,125,110,3 + 1,1,4 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-umraniye-cakmak-satilik/daire/167819-178
2501-2117,Erenköy,Kadıköy,İstanbul,22.000.000 TL,135,95,3 + 1,2,11 Katlı,1. Kat,6 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/istanbul-kadikoy-erenkoy-satilik/daire/2501-2117
167819-137,Küçük Çamlıca,Üsküdar,İstanbul,52.000.000 TL,450,315,5 + 2,4,4 Katlı,Bahçe Katı,31 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat İrtifakı,,,https://www.hepsiemlak.com/istanbul-uskudar-kucuk-camlica-satilik/villa/167819-137
167819-164,Sultançiftliği,Çekmeköy,İstanbul,8.249.000 TL,125,115,3 + 1,2,9 Katlı,3. Kat,2 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-cekmekoy-sultanciftligi-satilik/daire/167819-164
6680-24145,Cihangir,Avcılar,İstanbul,6.350.000 TL,140,130,3 + 1,2,4 Katlı,Ara Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,500 TL,https://www.hepsiemlak.com/istanbul-avcilar-cihangir-satilik/daire/6680-24145
151145-80,Fatih,Arifiye,Sakarya,3.750.000 TL,106,95,2 + 1,1,3 Katlı,Yüksek Giriş,4 Yaşında,Yerden Isıtma,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-arifiye-fatih-satilik/daire/151145-80
151145-123,Cumhuriyet,Arifiye,Sakarya,4.450.000 TL,126,110,3 + 1,2,2 Katlı,Yüksek Giriş,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/sakarya-arifiye-cumhuriyet-satilik/daire/151145-123
691564-98,Yavuz Sultan Selim,Kahramankazan,Ankara,3.745.000 TL,140,125,3 + 1,1,4 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-kahramankazan-yavuz-sultan-selim-satilik/daire/691564-98
691564-97,Atatürk,Kahramankazan,Ankara,3.090.000 TL,140,130,3 + 1,1,7 Katlı,7. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-kahramankazan-ataturk-satilik/daire/691564-97
691564-94,Satıkadın,Kahramankazan,Ankara,3.925.000 TL,130,120,3 + 1,1,4 Katlı,Yüksek Giriş,6 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/ankara-kahramankazan-satikadin-satilik/daire/691564-94
138176-637,Alpağutbey,Merkez,Bolu,7.000.000 TL,140,130,3 + 1,2,4 Katlı,Giriş Katı,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu",,https://www.hepsiemlak.com/bolu-merkez-alpagutbey-satilik/daire/138176-637
138176-634,Kılıçarslan,Merkez,Bolu,8.500.000 TL,130,120,3 + 1,2,3 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Tapu Yok,,,https://www.hepsiemlak.com/bolu-merkez-kilicarslan-satilik/daire/138176-634
163455-226,Mahmutlar,Alanya,Antalya,3.730.000 TL,55,50,1 + 1,1,8 Katlı,5. Kat,Sıfır Bina,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,,https://www.hepsiemlak.com/antalya-alanya-mahmutlar-satilik/daire/163455-226
138176-301,Alpağutbey,Merkez,Bolu,6.000.000 TL,116,105,2 + 1,3,4 Katlı,2. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Yabancıdan,"Güney, Doğu",,https://www.hepsiemlak.com/bolu-merkez-alpagutbey-satilik/daire/138176-301
161165-27,100. Yıl,Süleymanpaşa,Tekirdağ,4.500.000 TL,110,90,2 + 1,1,4 Katlı,4. Kat,6 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Doğu",,https://www.hepsiemlak.com/tekirdag-suleymanpasa-100-yil-satilik/daire/161165-27
170036-3,Alanlı,Atakum,Samsun,2.050.000 TL,55,50,1 + 1,1,12 Katlı,1. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,,,https://www.hepsiemlak.com/samsun-atakum-alanli-satilik/daire/170036-3
145060-101,Çıtlakkale,Merkez,Giresun,4.500.000 TL,98,92,2 + 1,2,7 Katlı,4. Kat,Sıfır Bina,Kombi,Eşyalı Değil,Boş,Kat İrtifakı,"Kuzey, Doğu",,https://www.hepsiemlak.com/giresun-merkez-citlakkale-satilik/daire/145060-101
1794-3044,Zafer,Bahçelievler,İstanbul,1.950.000 TL,75,70,2 + 1,1,4 Katlı,Zemin,26 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,Güney,200 TL,https://www.hepsiemlak.com/istanbul-bahcelievler-zafer-satilik/daire/1794-3044
169034-9,Hürriyet,Kartal,İstanbul,8.450.000 TL,115,100,3 + 1,2,12 Katlı,1. Kat,Sıfır Bina,Merkezi,Eşyalı Değil,Boş,Kat Mülkiyeti,Güney,1.700 TL,https://www.hepsiemlak.com/istanbul-kartal-hurriyet-satilik/daire/169034-9
159455-582,Yeni,Karataş,Adana,30.000.000 TL,245,170,5 + 1,2,2 Katlı,Bahçe Katı,Sıfır Bina,VRV,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/adana-karatas-yeni-satilik/villa/159455-582
159455-526,Yurt,Çukurova,Adana,15.500.000 TL,210,175,5 + 1,3,15 Katlı,7. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/adana-cukurova-yurt-satilik/daire/159455-526
159455-508,Belediye Evleri,Çukurova,Adana,9.500.000 TL,320,250,7 + 1,1,10 Katlı,9. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",,https://www.hepsiemlak.com/adana-cukurova-belediye-evleri-satilik/daire/159455-508
102131-53198,Gümüşçay,Merkezefendi,Denizli,3.200.000 TL,120,110,2 + 1,1,2 Katlı,2. Kat,5 Yaşında,Yerden Isıtma,Eşyalı Değil,Boş,Yabancıdan,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/denizli-merkezefendi-gumuscay-satilik/daire/102131-53198
161134-58,Karasenir,Merkez,Burdur,3.550.000 TL,85,71,2 + 0,1,3 Katlı,3. Kat,1 Yaşında,Kombi,Eşyalı,Boş,Kat İrtifakı,"Kuzey, Batı",,https://www.hepsiemlak.com/burdur-merkez-karasenir-satilik/daire/161134-58
145446-847,Nine Hatun,Esenler,İstanbul,3.800.000 TL,120,110,3 + 1,2,6 Katlı,3. Kat,29 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Hisseli Tapu,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenler-nine-hatun-satilik/daire/145446-847
145446-859,Nine Hatun,Esenler,İstanbul,8.750.000 TL,130,110,3 + 1,1,4 Katlı,4. Kat,2 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu, Batı",,https://www.hepsiemlak.com/istanbul-esenler-nine-hatun-satilik/daire/145446-859
87617-728,İsmet İnönü,İskenderun,Hatay,2.600.000 TL,149,129,3 + 0,1,4 Katlı,1. Kat,20 Yaşında,Klima,Eşyalı Değil,Boş,Kat Mülkiyeti,"Doğu, Batı",,https://www.hepsiemlak.com/hatay-iskenderun-ismet-inonu-satilik/daire/87617-728
62127-1440,Cihangir,Beyoğlu,İstanbul,26.500.000 TL,128,118,2 + 1,2,3 Katlı,3. Kat,21 Yaşında,Kombi,,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",750 TL,https://www.hepsiemlak.com/istanbul-beyoglu-cihangir-satilik/daire/62127-1440
168723-44,Yenişehir,Pendik,İstanbul,14.600.000 TL,153,120,3 + 1,2,9 Katlı,8. Kat,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Güney, Doğu",5.300 TL,https://www.hepsiemlak.com/istanbul-pendik-yenisehir-satilik/daire/168723-44
4641-3782,Aşağı Öveçler,Çankaya,Ankara,7.750.000 TL,134,118,3 + 1,1,3 Katlı,1. Kat,16 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu, Batı",300 TL,https://www.hepsiemlak.com/ankara-cankaya-asagi-ovecler-satilik/daire/4641-3782
160195-89,Orhangazi,Merkez,Düzce,1.700.000 TL,52,42,1 + 1,1,4 Katlı,Giriş Katı,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,,300 TL,https://www.hepsiemlak.com/duzce-merkez-orhangazi-satilik/daire/160195-89
151949-394,Prof. Dr. Ahmet Taner Kışlalı,Çankaya,Ankara,14.500.000 TL,400,360,5 + 2,3,4 Katlı,Bahçe Katı,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,"Kuzey, Doğu, Batı",,https://www.hepsiemlak.com/ankara-cankaya-prof-dr-ahmet-taner-kislali-satilik/villa/151949-394
151949-411,Alacaatlı,Çankaya,Ankara,16.300.000 TL,350,250,4 + 1,3,24 Katlı,21 ve üzeri,3 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Boş,Kat Mülkiyeti,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-cankaya-alacaatli-satilik/daire/151949-411
151949-418,Şeyh Şamil,Etimesgut,Ankara,6.750.000 TL,145,135,3 + 1,2,9 Katlı,1. Kat,21 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Batı",1.500 TL,https://www.hepsiemlak.com/ankara-etimesgut-seyh-samil-satilik/daire/151949-418
164994-7,Osmangazi,Bayraklı,İzmir,9.750.000 TL,260,170,4 + 2,2,2 Katlı,,16 Yaşında,Klima,Eşyalı Değil,Mülk Sahibi,Müstakil Tapulu,"Kuzey, Güney",,https://www.hepsiemlak.com/izmir-bayrakli-osmangazi-satilik/mustakil-ev/164994-7
168725-42,19 Mayıs,Keçiören,Ankara,3.649.000 TL,165,160,4 + 2,2,2 Katlı,Yarı Bodrum,11 Yaşında,Kombi,Eşyalı Değil,Boş,Kat Mülkiyeti,Batı,,https://www.hepsiemlak.com/ankara-kecioren-19-mayis-satilik/daire/168725-42
164994-12,Demirköprü,Karşıyaka,İzmir,4.950.000 TL,120,105,3 + 1,1,9 Katlı,4. Kat,26 Yaşında,Klima,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Kuzey, Doğu",,https://www.hepsiemlak.com/izmir-karsiyaka-demirkopru-satilik/daire/164994-12
1075-6868,Pınartepe,Büyükçekmece,İstanbul,14.500.000 TL,200,180,4 + 1,2,4 Katlı,3. Kat,9 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Doğu, Batı",4.000 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-pinartepe-satilik/daire/1075-6868
160587-67,Gökyazı,Demre,Antalya,5.750.000 TL,94,89,2 + 1,1,4 Katlı,2. Kat,10 Yaşında,Klima,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,"Kuzey, Doğu",,https://www.hepsiemlak.com/antalya-demre-gokyazi-satilik/daire/160587-67
160280-115,Güller Pınarı,Alanya,Antalya,10.730.000 TL,50,47,1 + 1,1,5 Katlı,Zemin,2 Yaşında,Klima,Eşyalı Değil,Boş,Yabancıdan,,,https://www.hepsiemlak.com/antalya-alanya-guller-pinari-satilik/daire/160280-115
169941-1,Mimaroba,Büyükçekmece,İstanbul,14.300.000 TL,175,170,4 + 1,2,9 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Kuzey, Doğu, Batı",6.400 TL,https://www.hepsiemlak.com/istanbul-buyukcekmece-mimaroba-satilik/daire/169941-1
161135-95,Atayurt,Etimesgut,Ankara,5.800.000 TL,100,90,2 + 1,2,15 Katlı,6. Kat,Sıfır Bina,Yerden Isıtma,Eşyalı Değil,Boş,Kat İrtifakı,"Güney, Doğu, Batı",,https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/161135-95
161135-117,Atayurt,Etimesgut,Ankara,4.899.000 TL,117,100,3 + 1,1,12 Katlı,11. Kat,16 Yaşında,Merkezi (Pay Öl...,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,"Güney, Batı",1.890 TL,https://www.hepsiemlak.com/ankara-etimesgut-atayurt-satilik/daire/161135-117
70173-2060,Türbe,Ereğli,Konya,1.625.000 TL,60,50,1 + 1,1,3 Katlı,1. Kat,4 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat Mülkiyeti,Batı,500 TL,https://www.hepsiemlak.com/konya-eregli-turbe-satilik/daire/70173-2060
164415-134,Dereağzı,Beylikdüzü,İstanbul,4.750.000 TL,100,85,2 + 1,1,4 Katlı,2. Kat,11 Yaşında,Kombi,Eşyalı Değil,Mülk Sahibi,Kat Mülkiyeti,Güney,500 TL,https://www.hepsiemlak.com/istanbul-beylikduzu-dereagzi-satilik/daire/164415-134
169949-17,Çırpıcı,Zeytinburnu,İstanbul,6.400.000 TL,130,110,2 + 2,2,5 Katlı,4. Kat,4 Yaşında,Kombi,Eşyalı Değil,Kiracılı,Kat İrtifakı,"Güney, Batı",,https://www.hepsiemlak.com/istanbul-zeytinburnu-cirpici-satilik/daire/169949-17
