ilan_id,il_adi,ilce_adi,fiyat,oda_sayisi,kat_sayisi,banyo_sayisi,brut_m2,net_m2,bina_yasi,esyali_mi,otoparkli_mi,asansorlu_mi,sitede_mi
1325607132,aydin,efeler,12000000,3-1,1,3,125,120,0-yapim-asamasinda,hayir,yok,,hayir
