iter	Passed	Remaining
734	17770	6407
735	17794	6382
736	17821	6359
737	17846	6335
738	17871	6311
739	17896	6288
740	17920	6263
741	17944	6239
742	17966	6214
743	17989	6189
744	18014	6165
745	18037	6141
746	18061	6117
747	18086	6093
748	18113	6069
749	18138	6046
750	18162	6021
751	18187	5997
752	18212	5974
753	18237	5950
754	18261	5925
755	18287	5902
756	18310	5877
757	18338	5854
758	18363	5830
759	18388	5806
760	18412	5782
761	18434	5757
762	18459	5733
763	18484	5709
764	18507	5685
765	18531	5661
766	18555	5636
767	18578	5612
768	18604	5588
769	18628	5564
770	18654	5540
771	18679	5516
772	18702	5492
773	18727	5468
774	18755	5445
775	18778	5420
776	18801	5396
777	18824	5371
778	18847	5347
779	18871	5322
780	18894	5298
781	18917	5273
782	18941	5249
783	18963	5224
784	18987	5200
785	19009	5175
786	19032	5151
