iter	Passed	Remaining
261	6217	17513
262	6242	17493
263	6265	17467
264	6288	17442
265	6314	17423
266	6338	17401
267	6363	17380
268	6388	17359
269	6412	17336
270	6436	17313
271	6460	17290
272	6483	17265
273	6507	17242
274	6531	17218
275	6556	17198
276	6579	17172
277	6604	17151
278	6628	17128
279	6653	17108
280	6678	17088
281	6705	17073
282	6737	17070
283	6765	17056
284	6791	17037
285	6818	17022
286	6843	17000
287	6867	16976
288	6892	16956
289	6916	16933
290	6941	16911
291	6966	16891
292	6989	16864
293	7012	16839
294	7037	16817
295	7061	16795
296	7086	16773
297	7109	16747
298	7133	16723
299	7165	16719
300	7188	16694
301	7213	16672
302	7237	16647
303	7261	16625
304	7286	16604
305	7311	16582
306	7336	16561
307	7360	16538
308	7384	16513
309	7407	16487
310	7429	16460
311	7453	16435
312	7476	16409
313	7499	16383
314	7523	16359
315	7547	16336
316	7571	16312
317	7594	16287
318	7618	16264
319	7645	16247
320	7670	16225
321	7695	16203
322	7719	16179
323	7743	16157
324	7766	16130
325	7788	16102
326	7812	16079
327	7837	16058
328	7862	16036
329	7886	16011
330	7910	15988
331	7934	15964
332	7957	15939
333	7980	15913
334	8003	15886
335	8027	15864
336	8050	15838
337	8073	15813
338	8097	15788
339	8119	15761
340	8144	15739
341	8168	15715
342	8191	15690
343	8217	15670
344	8242	15647
345	8265	15622
346	8288	15598
347	8311	15571
348	8335	15549
349	8361	15527
350	8386	15506
351	8411	15484
352	8434	15459
353	8459	15436
354	8483	15414
355	8506	15388
356	8530	15365
357	8554	15341
358	8578	15317
359	8602	15293
360	8627	15271
361	8650	15245
362	8675	15224
363	8700	15201
364	8724	15178
365	8748	15155
366	8773	15131
367	8800	15114
368	8826	15093
369	8849	15068
370	8875	15047
371	8899	15023
372	8926	15004
373	8950	14981
374	8973	14955
375	8996	14930
376	9020	14906
377	9043	14881
378	9069	14860
379	9092	14835
380	9116	14810
381	9141	14788
382	9164	14763
383	9188	14740
384	9210	14713
385	9235	14690
386	9259	14666
387	9282	14641
388	9306	14617
389	9329	14592
390	9352	14566
391	9377	14545
392	9403	14523
393	9426	14498
394	9452	14478
395	9477	14455
396	9502	14432
397	9528	14412
398	9552	14389
399	9578	14367
400	9601	14342
401	9627	14321
402	9654	14302
403	9680	14281
404	9705	14258
405	9729	14235
406	9752	14210
407	9778	14188
408	9803	14165
409	9828	14143
410	9853	14120
411	9877	14097
412	9903	14076
413	9929	14054
414	9952	14030
415	9978	14008
416	10002	13984
417	10027	13961
418	10053	13940
419	10077	13916
420	10103	13894
421	10127	13871
422	10152	13848
423	10178	13827
424	10202	13803
425	10229	13782
426	10254	13760
427	10276	13734
428	10301	13711
429	10326	13688
430	10348	13662
431	10376	13643
432	10399	13618
433	10423	13593
434	10447	13569
435	10471	13546
436	10495	13521
437	10521	13500
438	10547	13478
439	10573	13457
440	10596	13431
441	10620	13408
442	10645	13385
443	10669	13361
444	10694	13337
445	10722	13318
446	10749	13297
447	10776	13278
448	10804	13258
449	10838	13247
450	10868	13230
451	10896	13210
452	10923	13189
453	10947	13166
454	10973	13144
455	10996	13118
456	11020	13094
457	11046	13072
458	11071	13049
459	11096	13026
460	11123	13005
461	11148	12982
462	11177	12963
463	11202	12940
464	11227	12918
465	11253	12895
466	11276	12869
467	11301	12846
468	11325	12822
469	11348	12797
470	11373	12774
471	11397	12749
472	11422	12726
473	11447	12703
474	11471	12678
475	11495	12654
476	11520	12631
477	11545	12607
478	11571	12585
479	11596	12562
480	11625	12544
481	11649	12519
482	11673	12495
483	11699	12473
484	11723	12449
485	11746	12423
486	11771	12399
487	11795	12375
488	11821	12352
489	11846	12330
490	11871	12306
491	11899	12286
492	11925	12264
493	11950	12240
494	11976	12218
495	12000	12194
496	12027	12172
497	12052	12148
498	12076	12125
499	12102	12102
500	12127	12078
501	12151	12055
502	12177	12031
503	12215	12021
504	12242	12000
505	12267	11976
506	12295	11956
507	12323	11935
508	12348	11912
509	12374	11888
510	12400	11866
511	12429	11846
512	12455	11824
513	12480	11800
514	12507	11778
515	12534	11757
516	12561	11735
517	12585	11710
518	12612	11689
519	12639	11667
520	12663	11642
521	12689	11620
522	12714	11595
523	12736	11570
524	12763	11547
525	12787	11523
526	12814	11501
527	12839	11477
528	12863	11452
529	12889	11430
530	12914	11406
531	12939	11383
532	12965	11360
533	12989	11335
534	13015	11312
535	13042	11290
536	13068	11267
537	13095	11245
538	13120	11221
539	13145	11197
540	13172	11176
541	13197	11151
542	13223	11128
543	13246	11103
544	13270	11078
545	13296	11055
546	13319	11030
547	13344	11006
548	13372	10985
549	13397	10961
550	13423	10938
551	13445	10912
552	13470	10888
553	13496	10865
554	13520	10840
555	13545	10816
556	13573	10795
557	13599	10772
558	13627	10750
559	13650	10725
560	13675	10701
561	13706	10682
562	13731	10658
563	13757	10635
564	13784	10612
565	13810	10589
566	13836	10566
567	13859	10541
568	13884	10517
569	13910	10493
570	13934	10469
571	13960	10445
572	13985	10422
573	14011	10398
574	14036	10374
575	14052	10344
576	14080	10322
577	14108	10300
578	14134	10277
579	14161	10254
580	14187	10231
581	14214	10209
582	14240	10185
583	14265	10161
584	14291	10138
585	14316	10114
586	14340	10089
587	14366	10066
588	14391	10041
589	14415	10017
590	14439	9993
591	14463	9968
592	14489	9944
593	14514	9920
594	14539	9896
595	14564	9872
596	14589	9848
597	14615	9824
598	14640	9801
599	14664	9776
600	14690	9752
601	14714	9728
602	14738	9703
603	14761	9678
604	14787	9654
605	14812	9630
606	14837	9606
607	14863	9583
608	14894	9562
609	14923	9540
610	14951	9518
611	14976	9494
612	15000	9469
613	15024	9445
614	15051	9422
615	15074	9397
616	15099	9372
617	15122	9347
618	15145	9322
619	15171	9298
620	15194	9272
621	15216	9247
622	15240	9222
623	15263	9197
624	15287	9172
625	15313	9149
626	15336	9123
627	15359	9098
628	15383	9073
629	15406	9048
630	15428	9022
631	15452	8997
632	15475	8972
633	15501	8948
634	15523	8923
635	15546	8897
636	15572	8874
637	15599	8851
638	15625	8827
639	15649	8802
640	15674	8778
641	15702	8756
642	15728	8732
643	15751	8707
644	15778	8684
645	15804	8660
646	15830	8636
647	15856	8613
648	15882	8589
649	15908	8566
650	15933	8541
651	15957	8517
652	15983	8493
653	16008	8469
654	16034	8445
655	16058	8420
656	16082	8396
657	16106	8371
658	16130	8346
659	16156	8323
660	16181	8298
661	16204	8273
662	16228	8248
663	16252	8224
664	16277	8199
665	16300	8174
666	16324	8150
667	16349	8125
668	16372	8100
669	16396	8075
670	16418	8050
671	16442	8025
672	16465	8000
673	16488	7975
674	16511	7950
675	16534	7924
676	16559	7900
677	16583	7876
678	16606	7850
679	16630	7826
680	16653	7800
681	16677	7776
682	16703	7752
683	16728	7728
684	16751	7703
685	16776	7679
686	16799	7653
687	16824	7629
688	16847	7604
689	16871	7579
690	16896	7555
691	16919	7530
692	16944	7506
693	16969	7482
694	16993	7457
695	17016	7432
696	17041	7408
697	17065	7383
698	17088	7358
699	17111	7333
700	17134	7308
701	17158	7283
702	17182	7259
703	17204	7233
704	17228	7209
705	17252	7184
706	17276	7160
707	17299	7134
708	17322	7109
709	17344	7084
710	17366	7059
711	17390	7034
712	17414	7009
713	17439	6985
714	17463	6960
715	17491	6937
716	17515	6913
717	17540	6889
718	17568	6866
719	17594	6842
720	17620	6818
721	17645	6794
722	17670	6770
723	17695	6745
724	17718	6720
725	17742	6696
726	17767	6671
727	17791	6647
728	17815	6622
729	17841	6598
730	17865	6574
731	17889	6549
732	17913	6525
733	17939	6501
734	17965	6477
735	17988	6452
736	18012	6427
737	18036	6403
738	18069	6381
739	18093	6357
740	18116	6332
