iter	Passed	Remaining
213	4947	18171
214	4975	18166
215	5000	18151
216	5025	18135
217	5050	18117
218	5075	18100
219	5100	18083
220	5125	18065
221	5149	18045
222	5174	18028
223	5198	18008
224	5223	17990
225	5248	17974
226	5272	17953
227	5298	17940
228	5323	17923
229	5347	17904
230	5376	17898
231	5401	17882
232	5426	17863
233	5455	17857
234	5479	17836
235	5502	17812
236	5526	17791
237	5550	17770
238	5577	17757
239	5603	17745
240	5629	17728
241	5655	17713
242	5680	17696
243	5706	17679
244	5732	17665
245	5758	17650
246	5783	17632
247	5808	17611
248	5833	17594
249	5858	17575
250	5883	17557
251	5910	17542
252	5936	17528
253	5962	17512
254	5988	17496
255	6013	17477
256	6039	17459
257	6064	17440
258	6089	17421
259	6114	17403
260	6139	17382
261	6168	17374
262	6194	17359
263	6220	17341
264	6244	17320
265	6269	17300
266	6295	17283
267	6320	17262
268	6343	17238
269	6369	17220
270	6393	17197
271	6420	17184
272	6458	17199
273	6486	17186
274	6511	17165
275	6537	17149
276	6562	17128
277	6586	17105
278	6610	17082
279	6637	17067
280	6661	17044
281	6685	17021
282	6708	16996
283	6730	16969
284	6756	16949
285	6779	16923
286	6802	16899
287	6826	16875
288	6850	16853
289	6875	16833
290	6898	16808
291	6922	16784
292	6946	16762
293	6972	16742
294	6995	16719
295	7019	16695
296	7042	16670
297	7068	16652
298	7094	16632
299	7117	16608
300	7142	16586
301	7166	16564
302	7190	16540
303	7215	16520
304	7239	16496
305	7263	16472
306	7287	16450
307	7312	16429
308	7337	16408
309	7365	16393
310	7389	16371
311	7414	16349
312	7438	16326
313	7464	16308
314	7489	16287
315	7512	16262
316	7536	16238
317	7560	16215
318	7583	16189
319	7607	16165
320	7632	16144
321	7655	16118
322	7679	16097
323	7703	16072
324	7726	16046
325	7752	16027
326	7779	16010
327	7803	15987
328	7826	15962
329	7851	15940
330	7875	15917
331	7897	15889
332	7922	15868
333	7946	15844
334	7970	15821
335	7993	15796
336	8017	15773
337	8041	15750
338	8067	15729
339	8090	15704
340	8113	15680
341	8136	15654
342	8162	15634
343	8187	15613
344	8212	15591
345	8235	15567
346	8260	15545
347	8284	15521
348	8308	15497
349	8332	15474
350	8356	15450
351	8381	15429
352	8406	15407
353	8431	15385
354	8457	15365
355	8482	15344
356	8506	15321
357	8533	15302
358	8557	15279
359	8580	15254
360	8603	15229
361	8627	15205
362	8652	15182
363	8675	15157
364	8698	15133
365	8722	15110
366	8748	15088
367	8770	15063
368	8795	15040
369	8818	15014
370	8842	14991
371	8867	14970
372	8891	14946
373	8918	14928
374	8944	14907
375	8970	14887
376	8997	14868
377	9023	14847
378	9049	14827
379	9077	14810
380	9113	14806
381	9138	14784
382	9165	14764
383	9191	14744
384	9214	14719
385	9238	14695
386	9263	14673
387	9288	14650
388	9313	14628
389	9340	14609
390	9369	14593
391	9395	14571
392	9419	14548
393	9445	14528
394	9470	14505
395	9495	14482
396	9521	14461
397	9548	14442
398	9574	14422
399	9599	14399
400	9629	14383
401	9658	14367
402	9681	14341
403	9704	14317
404	9728	14292
405	9752	14269
406	9777	14245
407	9801	14222
408	9826	14198
409	9850	14174
410	9874	14151
411	9898	14127
412	9923	14104
413	9946	14079
414	9970	14054
415	9994	14030
416	10017	14005
417	10043	13983
418	10067	13960
419	10091	13935
420	10115	13912
421	10140	13888
422	10163	13863
423	10187	13840
424	10212	13816
425	10237	13794
426	10262	13771
427	10286	13746
428	10311	13724
429	10335	13700
430	10357	13673
431	10380	13648
432	10403	13623
433	10427	13599
434	10453	13577
435	10477	13553
436	10504	13533
437	10529	13510
438	10555	13489
439	10579	13464
440	10606	13444
441	10644	13438
442	10668	13413
443	10693	13390
444	10717	13366
445	10740	13341
446	10764	13317
447	10787	13292
448	10811	13267
449	10836	13244
450	10861	13221
451	10887	13199
452	10911	13175
453	10935	13151
454	10959	13126
455	10983	13103
456	11006	13077
457	11030	13053
458	11054	13029
459	11077	13004
460	11102	12981
461	11128	12958
462	11153	12935
463	11176	12911
464	11200	12886
465	11225	12863
466	11250	12840
467	11274	12816
468	11299	12793
469	11325	12771
470	11350	12748
471	11373	12723
