iter	RMSE
222	0.3783519498
223	0.3777716027
224	0.37716373
225	0.3751022457
226	0.3747341989
227	0.3744137292
228	0.3740626907
229	0.3736637937
230	0.3724940751
231	0.3717268895
232	0.370975927
233	0.3704594599
234	0.3694903432
235	0.3680787484
236	0.3668473908
237	0.3661659845
238	0.3658764427
239	0.3650877076
240	0.3644589663
241	0.3631156001
242	0.362561578
243	0.3611305156
244	0.3601531867
245	0.3591564694
246	0.3584538919
247	0.3574468459
248	0.3560892784
249	0.3550322157
250	0.3537882915
251	0.353551388
252	0.352770545
253	0.3525071633
254	0.3521945441
255	0.3519884142
256	0.3514490068
257	0.3505067397
258	0.3491219626
259	0.3483299566
260	0.3479159719
261	0.3466860899
262	0.3464131007
263	0.3461998303
264	0.3453433461
265	0.3451607427
266	0.344429914
267	0.3437454162
268	0.3422176556
269	0.3412923965
270	0.3408224599
271	0.3402690079
272	0.3398024848
273	0.3389525282
274	0.3386232425
275	0.3381443446
276	0.3378095667
277	0.3370660526
278	0.3367819367
279	0.3365998344
280	0.3359301872
281	0.3356355361
282	0.3353438242
283	0.3348929631
284	0.334563382
285	0.333395138
286	0.3332221711
287	0.3325007835
288	0.3320712306
289	0.3319425883
290	0.3305864894
291	0.3294895811
292	0.3289793747
293	0.3280862059
294	0.3278921598
295	0.3272381699
296	0.3270815019
297	0.3264799912
298	0.3259469963
299	0.3257064468
300	0.3247558013
301	0.3241325009
302	0.3235714609
303	0.3226374897
304	0.3218500563
305	0.3216771346
306	0.3212211772
307	0.3203880579
308	0.3202415408
309	0.3189867001
310	0.3181843347
311	0.3173267561
312	0.3166522422
313	0.3159609701
314	0.3149719901
315	0.3146029238
316	0.3143075569
317	0.3141485636
318	0.3137419854
319	0.3135385225
320	0.3133707247
321	0.3124457345
322	0.3123046947
323	0.3117462326
324	0.3114052833
325	0.3106689143
326	0.3101264074
327	0.3088501285
328	0.3085535182
329	0.3080735889
330	0.3078623191
331	0.3076561041
332	0.3072250147
333	0.3068847284
334	0.3066680957
335	0.3064988784
336	0.3060709214
337	0.3051692288
338	0.3042934219
339	0.3041333578
340	0.3039332485
341	0.3035066726
342	0.3031690012
343	0.3026527201
344	0.3026148028
345	0.3025482708
346	0.3023525102
347	0.3017328959
348	0.3013470809
349	0.3011080033
350	0.3003343819
351	0.2994076922
352	0.2991003146
353	0.2984542016
354	0.2980813014
355	0.2977681181
356	0.2971503467
357	0.2967283019
358	0.2962676786
359	0.2961408523
360	0.2956554145
361	0.2949412327
362	0.2940679666
363	0.2939609697
364	0.2930647468
365	0.29242555
366	0.2916983969
367	0.2911993426
368	0.2907958773
369	0.2899933238
370	0.2899236665
371	0.2898023613
372	0.2895646004
373	0.2894154415
374	0.2891373694
375	0.2885202563
376	0.2880286092
377	0.2878756233
378	0.2873328745
379	0.2872462867
380	0.2867693479
381	0.2859470548
382	0.2856245218
383	0.2855231865
384	0.2847147496
385	0.2846045405
386	0.2844916872
387	0.2840541857
388	0.283640141
389	0.2833674655
390	0.283145952
391	0.2822516011
392	0.2815405073
393	0.2812900649
394	0.280665331
395	0.2803492408
396	0.2803028899
397	0.2798553617
398	0.2791484361
399	0.2789012905
400	0.2784145665
401	0.2783157536
402	0.2779626982
403	0.2771215579
404	0.2770565865
405	0.2762772592
406	0.2756991685
407	0.2748457583
408	0.2740379942
409	0.273875492
410	0.2733017503
411	0.2729907179
412	0.2726967618
413	0.272099555
414	0.2717180952
415	0.2713133922
416	0.2710734323
417	0.270505012
418	0.2698152409
419	0.269204627
420	0.2688637427
421	0.2687191562
422	0.2684528259
423	0.2672669659
424	0.2666875851
425	0.2658050291
426	0.2656070205
427	0.2654240062
428	0.2648760904
429	0.2648235313
430	0.2647449601
431	0.2643882379
432	0.2643215246
433	0.2641003443
434	0.2638760778
435	0.2636651488
436	0.2634922698
437	0.2627609173
438	0.2620828429
439	0.2615390501
440	0.2610965834
441	0.2605574503
442	0.2597529732
443	0.2593090394
444	0.2592558823
445	0.2588767329
446	0.258352
447	0.2577445685
448	0.2572448856
449	0.2567807835
450	0.2565364521
451	0.2563806486
452	0.2563300723
453	0.2559268273
454	0.2554522036
455	0.2552719773
456	0.255234206
457	0.2543587395
458	0.2540264598
459	0.2535587448
460	0.2528892924
461	0.2524424931
462	0.2519626924
463	0.2518076527
464	0.2513807349
465	0.2507863542
466	0.2505434459
467	0.2502913733
468	0.2497262471
469	0.2493290283
470	0.2486960941
471	0.2479197433
