iter	RMSE
199	0.3934022696
200	0.3925098293
201	0.3917026046
202	0.3904556987
203	0.389620086
204	0.3880907498
205	0.3874596327
206	0.3870006431
207	0.3860684111
208	0.3848993131
209	0.3841271863
210	0.3825872887
211	0.3822029387
212	0.3815227595
213	0.3807919158
214	0.3788690009
215	0.3779848711
216	0.3771803062
217	0.3759032638
218	0.3742319015
219	0.3736929947
220	0.372877766
221	0.3723838995
222	0.3719969544
223	0.3709708204
224	0.3698164047
225	0.3691730795
226	0.3688785892
227	0.3685832028
228	0.3678725343
229	0.3663712404
230	0.3653012639
231	0.3643655753
232	0.3635185015
233	0.3625600181
234	0.3612316197
235	0.3600197197
236	0.3587543894
237	0.3584736315
238	0.3582337461
239	0.3566844594
240	0.3561735846
241	0.3558997916
242	0.3549398304
243	0.3540075161
244	0.3537903677
245	0.3534757238
246	0.3523846647
247	0.3516963954
248	0.3509528433
249	0.35056455
250	0.3500532323
251	0.3491692099
252	0.3488839125
253	0.3476311185
254	0.3473299099
255	0.3460895179
256	0.344935419
257	0.3446886184
258	0.3438462159
259	0.3430708167
260	0.3427236664
261	0.3424922937
262	0.3419003527
263	0.3416738573
264	0.3414635647
265	0.3405511844
266	0.3403658038
267	0.3399641291
268	0.339796378
269	0.3394131475
270	0.3393200251
271	0.3392003626
272	0.3390698125
273	0.338881255
274	0.3383564497
275	0.3375988194
276	0.3366738305
277	0.335992142
278	0.3349567838
279	0.3341319507
280	0.3338667349
281	0.3328299128
282	0.3321138268
283	0.330964833
284	0.330722447
285	0.3301468411
286	0.3294446001
287	0.3284919555
288	0.327736643
289	0.32676205
290	0.3266642395
291	0.3259018907
292	0.3254784125
293	0.3251032293
294	0.3244182506
295	0.3242288654
296	0.3229657551
297	0.322868418
298	0.322293729
299	0.3221790161
300	0.3213909994
301	0.3213409999
302	0.3209923354
303	0.3205819642
304	0.3196182717
305	0.3190506474
306	0.3186122575
307	0.3176430865
308	0.3175258665
309	0.3169976869
310	0.3162971566
311	0.3158821127
312	0.315462875
313	0.3151103533
314	0.3147456197
315	0.3147268297
316	0.3140935705
317	0.3131748982
318	0.3130877128
319	0.3129474123
320	0.3123437803
321	0.3112848011
322	0.3110310568
323	0.31070493
324	0.3106542081
325	0.3094940307
326	0.3093134847
327	0.3091438673
328	0.3082318482
329	0.307764654
330	0.3067868065
331	0.3066671943
332	0.3059071215
333	0.3052264344
334	0.3050539522
335	0.3040609969
336	0.3037863884
337	0.3029820173
338	0.302793725
339	0.3025426862
340	0.3017388246
341	0.3016084016
342	0.3009562966
343	0.3005387394
344	0.3002368607
345	0.2994034854
346	0.2990596745
347	0.2982096957
348	0.297698151
349	0.2969867231
350	0.2962221494
351	0.2960685817
352	0.2956409578
353	0.2946902891
354	0.2945662138
355	0.294229016
356	0.293695734
357	0.2925704746
358	0.2916493182
359	0.2908434235
360	0.2901724315
361	0.2895891348
362	0.2892394787
363	0.2882596162
364	0.2874805245
365	0.2863971106
366	0.285960605
367	0.2858665332
368	0.2852356724
369	0.2848075064
370	0.2842327723
371	0.2835385728
372	0.2829044068
373	0.282268412
374	0.2818310789
375	0.2814103212
376	0.2809211642
377	0.2808149422
378	0.2804521212
379	0.2796276408
380	0.2794047349
381	0.2790221234
382	0.2786335605
383	0.2781596773
384	0.277786574
385	0.2774719521
386	0.2767718295
387	0.2763514236
388	0.2762772855
389	0.2752249311
390	0.2744482118
391	0.2742629666
392	0.2739526723
393	0.273545705
394	0.2734393013
395	0.2730792901
396	0.2729879711
397	0.2726938038
398	0.2719889571
399	0.2719035792
400	0.2714375769
401	0.2709220062
402	0.2704689939
403	0.2699685847
404	0.2698945892
405	0.2691716887
406	0.2691310357
407	0.2688993914
408	0.268106597
409	0.2675387572
410	0.2673898904
411	0.2672376839
412	0.2671931342
413	0.2665775193
414	0.2662042035
415	0.265799152
416	0.265214123
417	0.2649721441
418	0.2645344876
419	0.2635088926
420	0.2629680882
421	0.2628080322
422	0.262436132
423	0.2618763597
424	0.2614386763
425	0.2610830931
426	0.260712537
427	0.260291433
428	0.2597691653
429	0.2595368948
430	0.2591698058
431	0.2586372109
432	0.2581650568
433	0.25708908
434	0.2566975671
435	0.2561621708
436	0.2556693203
437	0.2552641933
438	0.2552414703
439	0.2547451369
440	0.2543440332
441	0.2540777671
442	0.2538840456
443	0.2530918031
444	0.2527436233
445	0.2523675663
446	0.2518941963
447	0.2514290337
448	0.2511795363
449	0.2508577836
450	0.2508331091
451	0.2505987924
452	0.2500995917
453	0.2500181093
454	0.2492344238
455	0.2486202903
456	0.248406714
457	0.2483829534
458	0.2481393576
459	0.2480659046
460	0.2479510358
461	0.2474477951
462	0.2473015961
463	0.2471766447
464	0.2467352993
465	0.246444576
466	0.2459187206
467	0.2456746692
468	0.2453682291
469	0.2446701156
470	0.2443072883
471	0.2434313229
472	0.2431867239
473	0.2427861209
474	0.2419757658
475	0.2417386209
476	0.2416380228
477	0.2409278856
478	0.240868661
479	0.2405506821
480	0.2404975239
481	0.2399160705
482	0.2394852264
483	0.2392524754
484	0.238817291
485	0.2379234241
486	0.2373075089
487	0.2368629253
488	0.2366839719
489	0.2364828423
490	0.236162753
491	0.2357112946
492	0.2350178742
493	0.2345655695
494	0.2342253068
495	0.2335885717
496	0.2330880596
497	0.2328619905
498	0.2321880067
499	0.2319834061
500	0.2317521381
501	0.2317058187
502	0.2313415029
503	0.2306434701
504	0.2305588882
505	0.230391235
506	0.2300872379
507	0.2296783315
508	0.2295953496
509	0.2293969315
510	0.2288654471
511	0.2285510371
512	0.2281858704
513	0.2279351201
514	0.2274808523
515	0.2274582159
516	0.2273761425
517	0.2270017274
518	0.2267328708
519	0.2264768155
520	0.2257845935
521	0.2256574223
522	0.2252524474
523	0.2251495502
524	0.2244502224
525	0.2240547605
526	0.2239936794
527	0.2238173768
528	0.223763767
529	0.2233278564
530	0.2228742895
531	0.2226613902
532	0.222502351
533	0.2219555077
534	0.2217277899
535	0.2215540649
536	0.2214658599
537	0.2213406137
538	0.2210696216
539	0.2207780433
540	0.2204673175
541	0.2201253089
542	0.2194471722
543	0.2190327174
544	0.2184630967
545	0.2184399683
546	0.2178939212
547	0.2175561279
548	0.2172747745
549	0.2170953835
550	0.216779298
551	0.2167209543
552	0.2161573635
553	0.2158917012
554	0.2155229005
555	0.2153251555
556	0.2152191651
557	0.2146259799
558	0.2145579576
559	0.2141330794
560	0.2137534521
561	0.2134731544
562	0.213086807
563	0.2127654996
564	0.2126331281
565	0.2123717193
566	0.212155547
567	0.2116376633
568	0.2113350786
569	0.210969836
570	0.2109393148
571	0.2108020452
572	0.2103491324
573	0.210178652
574	0.2096529814
575	0.2095938473
576	0.2094119859
577	0.2089436859
578	0.2089133741
579	0.2086048335
580	0.2084666282
581	0.2081138423
582	0.2080587111
583	0.207809841
584	0.2076327698
585	0.2073810739
586	0.2070549378
587	0.2066258607
588	0.2064443772
589	0.2062510041
590	0.2059269592
591	0.2052699496
592	0.204723953
593	0.2046578636
594	0.2043986779
595	0.2043534877
596	0.2042236804
597	0.2041603076
598	0.2036991498
599	0.2030869361
600	0.2027148021
601	0.2024125475
602	0.2021362311
603	0.2016771924
604	0.2015665988
605	0.2012463501
606	0.2008351497
607	0.2007082637
608	0.2006124254
609	0.2003766397
610	0.2000576295
611	0.2000130812
612	0.1996610025
613	0.1992883323
614	0.19902233
615	0.1988773227
616	0.1986731241
617	0.1980591214
618	0.1976397772
619	0.1975816524
620	0.1975319695
621	0.1970484313
622	0.1967711145
623	0.196655369
624	0.1963487126
625	0.1958759868
626	0.1956152083
627	0.1952257755
628	0.1951040453
629	0.194583476
630	0.1944287127
631	0.1943732934
632	0.1940751588
633	0.1938195854
634	0.193572573
635	0.1934551581
636	0.1933782004
637	0.1929738961
638	0.1926701898
639	0.1925651809
640	0.1922162041
641	0.1919867607
642	0.1917620736
643	0.1917396928
644	0.1913553836
645	0.1911220419
646	0.1908105884
647	0.1906289583
648	0.1903667016
649	0.1901291739
650	0.1898843982
651	0.1898401367
652	0.1895410168
653	0.1893672112
654	0.1888519703
655	0.1887009619
656	0.1886788122
657	0.1886143284
658	0.18829397
659	0.1880478878
660	0.1880031912
661	0.1877739329
662	0.1877303519
663	0.1873254271
664	0.187142161
665	0.1869219517
666	0.1865013523
667	0.1863037156
668	0.1860098278
669	0.1858797243
670	0.1854887025
671	0.1853153701
672	0.1852476632
673	0.1848512665
674	0.1847898977
675	0.1844270078
676	0.184213288
677	0.1840837366
678	0.1837229451
679	0.1833419774
680	0.1832764568
681	0.1829704497
682	0.1825801593
683	0.1823615734
684	0.1820432661
685	0.1819715406
686	0.18161271
687	0.1814679829
688	0.1813486548
689	0.1812452191
690	0.1810012479
691	0.1806831907
692	0.1806614375
693	0.1804372779
694	0.1804049559
695	0.1803253376
696	0.1802133936
697	0.180190857
698	0.1799603391
699	0.1797590155
700	0.1797298748
701	0.1795840058
702	0.1793166662
703	0.1790221037
704	0.178865822
705	0.1785889813
706	0.1782362628
707	0.1781390521
708	0.1781035848
709	0.1774435558
710	0.1769445649
711	0.1767851862
712	0.1767484872
713	0.1766571724
714	0.1763623692
715	0.1760093857
716	0.1759695798
717	0.1756458287
718	0.1755832424
719	0.175551069
720	0.1752914996
721	0.174937323
722	0.1747690662
723	0.1747521293
724	0.1747252163
725	0.174519483
726	0.1742850382
727	0.1740994864
728	0.1740303704
729	0.1734741492
730	0.1730608713
731	0.172627555
732	0.1722347464
733	0.1720313732
734	0.1716424072
735	0.1713316555
736	0.1711482907
737	0.1708970347
738	0.1706899553
739	0.1705127242
740	0.1703297155
741	0.1699000245
742	0.1695927113
743	0.1693836835
744	0.1689650642
745	0.1688528632
746	0.168605731
747	0.1682501976
748	0.167976787
749	0.1678778766
750	0.1677152077
751	0.1675112477
752	0.1671606487
753	0.1668673363
754	0.1663746511
755	0.1659644007
756	0.1657796378
757	0.1656861714
758	0.165591741
759	0.1653478057
760	0.1652707626
761	0.1651268603
762	0.1650395322
763	0.1650131295
764	0.16490035
765	0.1647818263
766	0.1646980636
767	0.1645430681
768	0.1642352667
769	0.1638220793
770	0.163639607
771	0.1634366684
772	0.1632550731
773	0.1630993874
774	0.1630116968
775	0.1628857983
776	0.1628317531
777	0.1627514146
778	0.1626764306
779	0.1624393964
780	0.1622297657
781	0.1620399745
782	0.1619858745
783	0.1618412578
784	0.1616280852
785	0.1614825849
786	0.1613071763
787	0.1607415337
788	0.1605972143
789	0.1602041701
790	0.160171738
791	0.1600058901
792	0.1599025074
793	0.1597264606
794	0.1594483103
795	0.1592821094
796	0.1591176583
797	0.1588727393
798	0.1586813449
799	0.1586412374
800	0.1584819644
801	0.1581980658
802	0.1578861786
803	0.1577332248
804	0.157493384
805	0.1570262107
806	0.1568582432
807	0.1567540984
808	0.1565963906
809	0.1564457964
810	0.156298965
811	0.1561529183
812	0.1561324292
813	0.1558682851
814	0.1557004825
815	0.1556553214
816	0.1554457336
817	0.1550261394
818	0.1547045799
819	0.1546768239
820	0.1543715129
821	0.1541309906
822	0.1538497148
823	0.1537346295
824	0.1534813147
825	0.1532913092
826	0.1532649947
827	0.1531416021
828	0.153044848
829	0.1530204842
830	0.1529222659
831	0.1528015474
832	0.1525971305
833	0.1525767651
834	0.1523842414
835	0.1523374052
836	0.1521061333
837	0.1517995431
838	0.1516233106
839	0.1514339515
840	0.1512425728
841	0.1510937912
842	0.1508080147
843	0.1504382813
844	0.1504101529
845	0.1502128964
846	0.150108505
847	0.1499331439
848	0.1497330136
849	0.1495617822
850	0.1494394338
851	0.1493171045
852	0.1491302905
853	0.149112328
854	0.1487880292
855	0.1486436995
856	0.1485346553
857	0.1482832009
858	0.1479348411
859	0.1479043526
860	0.1477866399
861	0.1477449227
862	0.1475323428
863	0.1473447975
864	0.1472112559
865	0.1470698827
866	0.1470463166
867	0.1470270956
868	0.1464428107
869	0.1463145917
870	0.1461771615
871	0.14599749
872	0.1458026914
873	0.1457218466
874	0.1456604057
875	0.145517501
876	0.1452695684
877	0.1451563192
878	0.1449352007
879	0.1447321269
880	0.1444311222
881	0.144371295
882	0.1440302343
883	0.1437755741
884	0.1437016934
885	0.1432999569
886	0.1428902666
887	0.1427265832
888	0.1423971279
889	0.1421992251
